title,addr1,mapx,mapy,eventstartdate,eventenddate,nature,urban,healing,activity,traditional,new,spectating,experience,popular,hidden,quiet,lively
2025 푸르메워크 남산,서울특별시 중구 남산공원길 649 (회현동1가),126.9838042,37.55384748,20250419,20250419,1,0.071463739,0.096203317,0.132208563,0.118775963,0.109080716,0.130175897,0.111231676,0.097250405,0.106220437,0.149066832,0.398476263
2025 한강 불빛 공연(드론 라이트 쇼),서울특별시 광진구 강변북로 2273 (자양동),127.0739939,37.52941861,20250412,20250525,0.264824203,0.073087909,0.068897775,0.060778559,0.096839476,0.050465657,0.081883852,0.11759849,0.115965165,0.056002818,0.107012507,0.348812152
2025서울국제불교박람회,서울특별시 강남구 영동대로 513 (삼성동),127.059218,37.5119176,20250403,20250406,0.220041392,0.113532821,0.140692211,0.146012653,0.056089459,0.143050406,0.137977499,0.079082497,0.130191364,0.142949223,0.134622432,0.344629578
4·19혁명국민문화제,서울특별시 강북구 도봉로89길 13 (수유동),127.0256702,37.63939385,20250412,20250419,0.271151867,0.077030313,0.140112525,0.053113706,0.129901666,0.061897817,0.116693287,0.093064353,0.097239409,0.076077646,0.068134594,0.396819155
9.81파크 <981 한라산에 빠지다>,제주특별자치도 제주시 애월읍 천덕로 880-24,126.3673892,33.39090381,20250108,20251231,1,0.129897109,0.077186489,0.078954343,0.11529772,0.105440972,0.05768108,0.105054827,0.116462173,0.063541558,0.093186623,0.357759697
981 러키뉴이어!,제주특별자치도 제주시 애월읍 천덕로 880-24,126.3673892,33.39090381,20250101,20250202,0.241467834,0.11659342,0.144201682,0.10619122,0.102348361,0.127309449,0.118343359,0.135018908,0.070994382,0.128528093,0.105791375,0.338485556
APAP 작품투어,경기도 안양시 만안구 예술공원로 180 (안양동),126.92563,37.41950371,20250402,20251130,0.285286185,0.070381396,0.097711575,0.102154409,0.134346574,0.109987317,0.072254608,0.115200412,0.069775012,0.056780501,0.095378389,0.343779281
Colorful Garden 자라섬 꽃 페스타,경기도 가평군 가평읍 자라섬로 60,127.520942,37.82082066,20250524,20250615,1,0.109588487,0.079300113,0.125698999,0.146949815,0.090690528,0.056831362,0.119020365,0.119089228,0.065021625,0.125197761,0.364994578
DDP 건축투어,서울특별시 중구 을지로 281 (을지로7가),127.009571,37.56610763,20250101,20251231,0.293108454,0.120866579,0.07950399,0.143376432,0.071156367,0.059686104,0.102584656,0.112289472,0.107431755,0.057481666,0.068756354,0.364506811
DDPlay 3월 농부시장 마르쉐,서울특별시 중구 을지로 281 (을지로7가),127.009571,37.56610763,20250323,20250323,0.221480625,0.0845302,0.114438861,0.096179975,0.146924183,0.060177923,0.117113191,0.053851835,0.057748166,0.128328682,0.088837235,0.315752057
K-비건뷰티페어,서울특별시 강남구 영동대로 513 (삼성동),127.059218,37.5119176,20250718,20250720,0.215983684,0.130786633,0.142825473,0.071461972,0.068690263,0.074375735,0.063930569,0.103153439,0.136653371,0.104552544,0.090153174,0.339881116
K-일러스트레이션페어 마곡 2025,서울특별시 강서구 마곡중앙로 143 (마곡동),126.8254072,37.56677926,20250821,20250824,0.273249778,0.121649188,0.093616304,0.116653015,0.113958945,0.066883365,0.143722687,0.139326538,0.11216392,0.132504677,0.137840282,0.321796942
K-일러스트레이션페어 부산 2025,부산광역시 해운대구 APEC로 55,129.1363403,35.16913667,20250620,20250622,1,0.143172316,0.095051427,0.119490365,0.084939853,0.071384789,0.127654412,0.123218072,0.097252449,0.083463732,0.117835432,0.331365408
K-일러스트레이션페어 서울 2025,서울특별시 강남구 영동대로 513 코엑스,127.059218,37.5119176,20250206,20250209,0.259181361,0.142058064,0.124690038,0.060726059,0.125464225,0.120900263,0.117419406,0.062751534,0.146321834,0.10713138,0.107481319,0.301220792
K-푸드 페스티벌 넉넉,서울특별시 종로구 세종대로 지하189 (세종로),126.9759766,37.57348395,20240529,20250531,0.295045005,0.072822453,0.127726209,0.139690737,0.06827522,0.108787983,0.9904473,0.079036183,0.093672508,0.069221719,0.122986821,1
K-푸드페스타,서울특별시 강서구 마곡중앙로 143 (마곡동),126.8254072,37.56677926,20250829,20250831,0.24884895,0.144141844,0.063848959,0.102970917,0.051587964,0.096141528,0.971585835,0.073139708,0.081829166,0.142201777,0.1468881,0.392239902
K-핸드메이드페어 2025,서울특별시 강남구 영동대로 513,127.0591319,37.51180927,20251218,20251221,0.203594744,0.053435661,0.094028404,0.114374876,0.110131507,0.066417287,0.114735929,0.115706482,0.106596205,0.095862265,0.092471941,0.327152999
K-핸드메이드페어 부산 2025,부산광역시 해운대구 APEC로 30 (우동),129.1349766,35.16580369,20250620,20250622,1,0.143687759,0.114207904,0.115983022,0.057548374,0.130169318,0.079930299,0.114474402,0.136235655,0.074134473,0.089098596,0.396032545
WELLNESS on ISLAND,강원특별자치도 춘천시 남산면 남이섬길 1,127.525509,37.79632082,20250510,20250511,0.205662998,0.065356839,0.09791185,0.05685302,0.116780996,0.136527756,0.055639024,0.092011445,0.053828776,0.052225583,0.097865758,0.320596099
Winter Wonder Nami Island,강원특별자치도 춘천시 남산면 남이섬길 1,127.5261036,37.790116,20241201,20250228,0.249050196,0.075027674,0.140096656,0.124795963,0.127337001,0.082053719,0.078409723,0.095983585,0.144532896,0.077966074,0.102057877,0.363705028
